Compound	Negative	Neutral	Positive
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: -0.3818	 neg: 0.2	 neu: 0.714	 pos: 0.086
compound: -0.25	 neg: 0.08	 neu: 0.92	 pos: 0.0
compound: 0.5106	 neg: 0.0	 neu: 0.909	 pos: 0.091
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: -0.3182	 neg: 0.078	 neu: 0.893	 pos: 0.028
compound: -0.5417	 neg: 0.6	 neu: 0.4	 pos: 0.0
compound: 0.0382	 neg: 0.0	 neu: 0.919	 pos: 0.081
compound: 0.3182	 neg: 0.0	 neu: 0.937	 pos: 0.063
compound: 0.3182	 neg: 0.0	 neu: 0.839	 pos: 0.161
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0382	 neg: 0.0	 neu: 0.839	 pos: 0.161
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: -0.1531	 neg: 0.093	 neu: 0.841	 pos: 0.065
compound: 0.0951	 neg: 0.0	 neu: 0.889	 pos: 0.111
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0516	 neg: 0.076	 neu: 0.815	 pos: 0.11
compound: -0.5719	 neg: 0.402	 neu: 0.598	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.2023	 neg: 0.0	 neu: 0.859	 pos: 0.141
compound: -0.5423	 neg: 0.147	 neu: 0.853	 pos: 0.0
compound: -0.0516	 neg: 0.375	 neu: 0.625	 pos: 0.0
compound: 0.2846	 neg: 0.0	 neu: 0.858	 pos: 0.142
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: -0.296	 neg: 0.196	 neu: 0.804	 pos: 0.0
compound: -0.6124	 neg: 0.312	 neu: 0.688	 pos: 0.0
compound: -0.4215	 neg: 0.147	 neu: 0.853	 pos: 0.0
compound: -0.2755	 neg: 0.075	 neu: 0.925	 pos: 0.0
compound: 0.128	 neg: 0.12	 neu: 0.733	 pos: 0.147
compound: -0.1531	 neg: 0.348	 neu: 0.652	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: -0.0258	 neg: 0.216	 neu: 0.784	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.34	 neg: 0.0	 neu: 0.888	 pos: 0.112
compound: 0.2023	 neg: 0.0	 neu: 0.899	 pos: 0.101
compound: 0.5574	 neg: 0.118	 neu: 0.588	 pos: 0.294
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: -0.3595	 neg: 0.137	 neu: 0.863	 pos: 0.0
compound: -0.4767	 neg: 0.22	 neu: 0.78	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.128	 neg: 0.0	 neu: 0.914	 pos: 0.086
compound: -0.6096	 neg: 0.178	 neu: 0.822	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.2006	 neg: 0.0	 neu: 0.834	 pos: 0.166
compound: 0.4228	 neg: 0.0	 neu: 0.822	 pos: 0.178
compound: 0.4588	 neg: 0.053	 neu: 0.772	 pos: 0.175
compound: -0.4703	 neg: 0.085	 neu: 0.915	 pos: 0.0
compound: -0.0516	 neg: 0.085	 neu: 0.915	 pos: 0.0
compound: 0.0516	 neg: 0.0	 neu: 0.0	 pos: 1.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.1027	 neg: 0.118	 neu: 0.727	 pos: 0.155
compound: 0.0	 neg: 0.061	 neu: 0.878	 pos: 0.061
compound: 0.25	 neg: 0.049	 neu: 0.82	 pos: 0.131
compound: -0.3182	 neg: 0.247	 neu: 0.753	 pos: 0.0
compound: 0.4588	 neg: 0.0	 neu: 0.812	 pos: 0.188
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: -0.1027	 neg: 0.218	 neu: 0.638	 pos: 0.144
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: -0.3612	 neg: 0.455	 neu: 0.545	 pos: 0.0
compound: 0.3182	 neg: 0.0	 neu: 0.897	 pos: 0.103
compound: 0.2023	 neg: 0.0	 neu: 0.833	 pos: 0.167
compound: 0.6412	 neg: 0.0	 neu: 0.8	 pos: 0.2
compound: 0.4215	 neg: 0.0	 neu: 0.781	 pos: 0.219
compound: 0.2023	 neg: 0.0	 neu: 0.913	 pos: 0.087
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.4588	 neg: 0.0	 neu: 0.786	 pos: 0.214
compound: 0.2008	 neg: 0.115	 neu: 0.777	 pos: 0.108
compound: 0.2023	 neg: 0.0	 neu: 0.816	 pos: 0.184
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.6369	 neg: 0.0	 neu: 0.785	 pos: 0.215
compound: 0.0772	 neg: 0.0	 neu: 0.86	 pos: 0.14
compound: 0.4391	 neg: 0.0	 neu: 0.806	 pos: 0.194
compound: 0.2023	 neg: 0.0	 neu: 0.87	 pos: 0.13
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: -0.0271	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: -0.1556	 neg: 0.051	 neu: 0.949	 pos: 0.0
compound: 0.4019	 neg: 0.0	 neu: 0.847	 pos: 0.153
compound: 0.3415	 neg: 0.0	 neu: 0.294	 pos: 0.706
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.2235	 neg: 0.0	 neu: 0.9	 pos: 0.1
compound: 0.1326	 neg: 0.0	 neu: 0.895	 pos: 0.105
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.1027	 neg: 0.0	 neu: 0.676	 pos: 0.324
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.3658	 neg: 0.0	 neu: 0.665	 pos: 0.335
compound: -0.2411	 neg: 0.197	 neu: 0.803	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.296	 neg: 0.062	 neu: 0.817	 pos: 0.12
compound: -0.3532	 neg: 0.224	 neu: 0.776	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: -0.34	 neg: 0.221	 neu: 0.779	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: -0.1695	 neg: 0.114	 neu: 0.886	 pos: 0.0
compound: 0.3818	 neg: 0.0	 neu: 0.357	 pos: 0.643
compound: -0.0271	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: -0.0271	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: -0.3612	 neg: 0.333	 neu: 0.667	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: -0.4019	 neg: 0.184	 neu: 0.816	 pos: 0.0
compound: -0.4019	 neg: 0.213	 neu: 0.787	 pos: 0.0
compound: -0.4019	 neg: 0.13	 neu: 0.87	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.3612	 neg: 0.0	 neu: 0.545	 pos: 0.455
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.1027	 neg: 0.0	 neu: 0.588	 pos: 0.412
compound: 0.0951	 neg: 0.0	 neu: 0.88	 pos: 0.12
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: -0.0271	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: -0.4019	 neg: 0.094	 neu: 0.906	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: 0.4404	 neg: 0.0	 neu: 0.734	 pos: 0.266
compound: -0.6705	 neg: 0.191	 neu: 0.809	 pos: 0.0
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: -0.2732	 neg: 0.1	 neu: 0.9	 pos: 0.0
compound: -0.25	 neg: 0.129	 neu: 0.781	 pos: 0.09
compound: 0.0	 neg: 0.0	 neu: 1.0	 pos: 0.0
compound: -0.6705	 neg: 0.141	 neu: 0.814	 pos: 0.045
compound: -0.7269	 neg: 0.198	 neu: 0.742	 pos: 0.061
